mass,O3,N2,sSFR
9.47,0.53,-0.91,0.275074520083729
9.5,0.55,-0.91,0.8348557064754978
9.42,0.56,-0.91,0.7694902449018102
9.88,0.61,-0.91,0.09772349084792964
9.94,0.65,-0.92,0.25145143301550554
8.94,-0.12,-0.88,-1.9399995900905385
9.93,-0.01,-0.9,-1.5875776267068442
9.65,0.02,-0.9,-0.9872417789703611
9.62,0.03,-0.89,-1.4158799126103947
9.63,0.06,-0.9,-0.15143362022307372
9.44,0.09,-0.89,-1.7410295695757902
9.25,0.11,-0.89,-1.4049019581367457
9.64,0.13,-0.89,-1.6400003368512621
9.2,0.15,-0.89,-1.199999802793645
9.42,0.17,-0.89,-1.3786073934889895
9.25,0.19,-0.89,-1.1038719624727644
9.36,0.21,-0.89,-1.3186069738722903
9.48,0.23,-0.89,-1.2247270198757096
9.38,0.25,-0.89,-0.8359320774866337
9.42,0.27,-0.89,-0.9286383791195476
9.46,0.29,-0.89,-0.5966771666792425
9.48,0.31,-0.89,-0.7165715611700652
9.46,0.33,-0.89,-0.5106100384825449
9.59,0.35,-0.89,-0.3886030191503682
9.52,0.37,-0.89,-0.3769856619790968
9.6,0.39,-0.89,-0.2556081002882262
9.68,0.41,-0.89,-0.3682464542218682
9.53,0.43,-0.89,0.032293142832557464
9.56,0.45,-0.89,-0.10975132157829037
9.64,0.47,-0.89,0.027452618474200108
9.58,0.49,-0.89,0.04940969873049461
9.74,0.51,-0.89,0.6376706793256446
9.33,0.53,-0.89,0.44887456483613875
9.87,0.56,-0.9,0.14452065960774618
9.63,0.64,-0.89,0.4563597094440688
10.23,-0.35,-0.86,-2.9289695562795846
8.97,-0.11,-0.87,-1.4928790220163837
9.45,-0.06,-0.86,-2.148969823308393
9.69,0.0,-0.87,-1.7357570536866636
10.12,0.03,-0.87,-1.8412462900559312
9.28,0.07,-0.87,-1.434901691107937
9.37,0.09,-0.87,-1.5918486448826759
9.35,0.11,-0.87,-1.3500003749982348
9.48,0.13,-0.87,-1.3338715047090925
9.42,0.15,-0.87,-1.1412464807907945
9.49,0.17,-0.87,-1.1097885391137954
9.43,0.19,-0.87,-1.2539090288627879
9.43,0.21,-0.87,-1.0875776267068442
9.46,0.23,-0.87,-0.8579400403475184
9.43,0.25,-0.87,-0.7579024483415946
9.38,0.27,-0.87,-0.7567508376023344
9.52,0.29,-0.87,-0.5755177879667723
9.55,0.31,-0.87,-0.5246943489139895
9.45,0.33,-0.87,-0.4288105299178415
9.52,0.35,-0.87,-0.29211373844554345
9.84,0.37,-0.87,-0.6846641310526564
9.68,0.39,-0.87,-0.19427888681529026
9.57,0.41,-0.87,-0.16687917855957224
9.52,0.43,-0.87,0.05287114554422878
9.97,0.45,-0.87,0.5715789673964959
9.41,0.47,-0.87,0.05686778283697791
9.66,0.51,-0.87,0.7697524264315554
9.71,0.53,-0.86,-0.021580205959619292
9.42,0.55,-0.87,0.106339187536582
10.06,0.57,-0.88,0.1481720967922051
10.07,-0.45,-0.84,-1.3887584671558706
9.71,-0.17,-0.85,-1.8649019962837183
9.51,-0.09,-0.85,-1.5100002224103442
9.53,-0.06,-0.85,-1.684901691107937
9.52,-0.06,-0.85,-0.49469461594279807
9.81,-0.02,-0.85,-1.5795514936703139
9.31,-0.01,-0.85,-1.2686077368117434
9.51,0.02,-0.84,-1.4308189925414485
9.37,0.03,-0.85,-1.5918486448826759
9.74,0.05,-0.85,-1.378271927222233
9.34,0.07,-0.85,-1.5618489119114844
9.5,0.09,-0.85,-1.2212464044968492
9.5,0.11,-0.85,-1.1777807188253977
9.41,0.13,-0.85,-1.205879874463422
9.37,0.15,-0.85,-1.2560565491820714
9.46,0.17,-0.85,-0.9414860810117727
9.5,0.19,-0.85,-1.1197887679956313
9.46,0.21,-0.85,-0.9285211165366061
9.4,0.23,-0.85,-0.8814856613950734
9.44,0.25,-0.85,-0.7965469062503825
9.39,0.27,-0.85,-0.6657244971658614
9.54,0.29,-0.85,-0.6479053750923747
9.56,0.31,-0.85,-0.47364057875730836
9.49,0.33,-0.85,-0.581514750961194
9.51,0.35,-0.85,-0.24282849488185576
9.85,0.37,-0.85,-0.10727523368788461
9.48,0.39,-0.85,-0.3068132710443532
9.59,0.41,-0.85,-0.2008340597707967
9.67,0.43,-0.85,0.03415043563468245
9.74,0.45,-0.85,0.235891367034899
9.76,0.47,-0.85,0.4940642424915769
10.14,0.49,-0.85,-0.31134046153552397
9.71,0.51,-0.85,0.5196817865981416
10.04,0.53,-0.86,0.2012974328608763
9.51,-0.2,-0.83,-1.0328789569048613
9.69,-0.15,-0.82,-1.8449015385200465
9.51,-0.13,-0.83,-1.907940247261111
9.4,-0.11,-0.83,-1.7979396369095486
9.65,-0.09,-0.83,-1.6957570918336362
9.41,-0.03,-0.83,-1.564901805548855
9.43,-0.01,-0.83,-1.584902263312527
9.52,0.01,-0.83,-1.5657579310670346
9.18,0.03,-0.82,-1.225757778479144
9.61,0.05,-0.83,-1.4638716191500105
9.47,0.07,-0.83,-1.4700002605573168
9.56,0.09,-0.83,-1.3839091433037058
9.47,0.11,-0.83,-1.3908190306884212
9.52,0.13,-0.83,-1.1775777792947348
9.41,0.15,-0.83,-1.087780566237507
9.43,0.17,-0.83,-0.9676023197734995
9.55,0.19,-0.83,-1.0586384935604656
9.42,0.21,-0.83,-0.807216223362401
9.51,0.23,-0.83,-0.7318489612408801
9.54,0.25,-0.83,-0.6707682365250847
9.58,0.27,-0.83,-0.6715149035490846
9.54,0.29,-0.83,-0.5668721093548594
9.61,0.31,-0.83,-0.6415167047831858
9.67,0.33,-0.83,-0.5730900632858891
9.75,0.35,-0.83,-0.36618462032781807
9.68,0.37,-0.83,-0.14980059353337616
9.64,0.39,-0.83,-0.22169907097287833
9.77,0.41,-0.83,0.20405044854661902
9.93,0.43,-0.83,0.06255320928564778
9.71,0.45,-0.83,0.011810575493750974
9.93,0.47,-0.83,0.05000307508179702
9.89,0.49,-0.83,0.24001159898057267
9.81,0.5,-0.83,0.3752583370287006
9.34,0.53,-0.82,1.0167903033925798
9.4,0.54,-0.84,0.6441479903758971
9.5,0.58,-0.84,0.2944880479887857
9.47,0.61,-0.84,0.008566227189035658
9.42,-0.22,-0.81,-1.6418488356175391
10.18,-0.18,-0.8,-1.115542328445537
10.6,-0.17,-0.81,-0.4585505961075125
9.4,-0.16,-0.8,-1.701029607722763
10.2,-0.1,-0.81,-1.546787306994668
10.25,-0.08,-0.81,-1.0044873345391192
9.43,-0.07,-0.82,-1.7310302943682707
9.66,-0.04,-0.8,-1.814901805548855
9.68,-0.03,-0.81,-1.2650269731347894
9.95,-0.01,-0.81,-1.3372159563335924
9.47,0.01,-0.81,-1.5157577403321714
9.31,0.03,-0.81,-1.3100004131452074
9.59,0.05,-0.81,-1.2677808714132883
9.56,0.07,-0.81,-1.2812468241135484
9.57,0.09,-0.81,-1.2275770163552817
9.49,0.11,-0.81,-1.2112461756150132
9.49,0.13,-0.81,-0.9714858139829641
9.5,0.15,-0.81,-0.9685210783896334
9.42,0.17,-0.81,-0.9728420431027285
9.49,0.19,-0.81,-0.8465470969852458
9.45,0.21,-0.81,-0.8589352181684653
9.6,0.23,-0.81,-0.7870870407566972
9.6,0.25,-0.81,-0.49962983963927066
9.66,0.27,-0.81,-0.6225733361722732
9.55,0.29,-0.81,-0.4461964763013544
9.59,0.31,-0.81,-0.40815657009279604
9.65,0.33,-0.81,-0.3446482531843973
9.7,0.35,-0.81,-0.33638784013079714
9.79,0.37,-0.81,0.17425967014262866
9.8,0.39,-0.81,-0.049491787055620406
9.93,0.41,-0.81,-0.12859660039287135
9.69,0.43,-0.81,-0.015138437894218981
10.02,0.45,-0.81,-0.02656421044675028
9.75,0.48,-0.81,0.3800119423033266
9.99,0.49,-0.81,0.09098728266700462
10.12,0.51,-0.8,0.46308549117273934
9.53,0.54,-0.81,0.8787488589924344
11.14,-0.32,-0.78,-2.1577291199904245
10.12,-0.28,-0.8,-1.2009218019156247
9.58,-0.22,-0.79,-1.9779399420853299
9.93,-0.15,-0.79,-1.0726677914872003
9.48,-0.13,-0.79,-1.8779395606156033
9.66,-0.1,-0.8,-1.5460565110350988
10.03,-0.06,-0.78,-1.7512461374680406
9.45,-0.05,-0.79,-1.1075771307961997
9.69,-0.03,-0.79,-1.3889695782478277
9.51,-0.01,-0.79,-1.3339089525688426
9.76,0.01,-0.79,-1.2686385317074382
9.55,0.03,-0.79,-1.1028421575436465
9.59,0.05,-0.79,-1.3595512266415053
9.53,0.07,-0.79,-1.325879760022504
9.42,0.09,-0.79,-1.18955115034756
9.42,0.11,-0.79,-1.1412464807907945
9.59,0.13,-0.79,-1.084850183975222
9.54,0.15,-0.79,-0.9602163706858953
9.54,0.17,-0.79,-0.896547287720109
9.52,0.19,-0.79,-0.9072166048321275
9.54,0.21,-0.79,-0.6766770903852972
9.54,0.23,-0.79,-0.506576189108765
9.66,0.25,-0.79,-0.7849385840204093
9.64,0.27,-0.79,-0.4877120120649767
9.7,0.29,-0.79,-0.5124790991864785
9.58,0.31,-0.79,-0.3651560794465478
9.62,0.33,-0.79,-0.20670013587002956
9.68,0.35,-0.79,-0.3899656831933793
9.7,0.37,-0.79,0.13122989804124963
9.6,0.39,-0.79,-0.19006726941947605
9.71,0.41,-0.79,0.10424755631447091
9.87,0.43,-0.79,-0.3449550908856853
9.7,0.45,-0.79,0.658315825009165
9.61,0.47,-0.79,-0.17383700660223766
9.8,0.5,-0.79,-0.022573384940230312
9.77,0.5,-0.79,-0.5910235132133863
9.39,0.52,-0.8,0.4827384863706943
10.15,-0.37,-0.78,-0.2155011480227298
9.9,-0.31,-0.78,-1.1518115896750754
9.45,-0.22,-0.76,-1.6718485685887305
9.48,-0.21,-0.77,-1.4799995357648363
9.29,-0.19,-0.76,-1.6879399802323025
9.84,-0.17,-0.76,-1.4250268205468988
9.5,-0.14,-0.77,-1.5457574733033628
9.52,-0.13,-0.78,-1.8210304469561613
9.95,-0.12,-0.77,-1.4448498406524681
9.86,-0.09,-0.77,-1.3976016712749644
9.69,-0.07,-0.77,-1.1585206587729342
9.55,-0.05,-0.77,-1.2489701885993902
9.58,-0.03,-0.77,-1.3758799507573674
9.6,-0.01,-0.77,-1.5208191451293391
9.49,0.01,-0.77,-1.2595508451717787
9.51,0.03,-0.77,-1.2312466333786851
9.51,0.05,-0.77,-1.1877809477072336
9.42,0.07,-0.77,-1.097780795119343
9.47,0.09,-0.77,-1.1477809858542063
9.52,0.11,-0.77,-1.0014865006284719
9.55,0.13,-0.77,-0.947940192935409
9.51,0.15,-0.77,-0.9189356377851645
9.59,0.17,-0.77,-0.7704561997887094
9.57,0.19,-0.77,-0.7570863541111894
9.61,0.21,-0.77,-0.7179050699165934
9.66,0.23,-0.77,-0.542728570726215
9.56,0.25,-0.77,-0.47364057875730836
9.61,0.27,-0.77,-0.4281560741821515
9.71,0.29,-0.77,-0.5339087790912913
9.58,0.31,-0.77,-0.22016444860067352
9.63,0.33,-0.77,-0.1986363426120139
9.68,0.35,-0.77,-0.21461744238008862
9.94,0.37,-0.77,-0.017793320779592392
9.98,0.39,-0.77,-0.09238225370352104
9.79,0.41,-0.77,-0.4495558356656346
9.92,0.43,-0.77,0.11662882363632754
9.78,0.46,-0.78,0.09794722962953273
9.87,0.46,-0.78,0.17493166656555914
9.84,0.49,-0.77,-0.6358801634604738
9.82,0.51,-0.78,0.6477563654481635
9.47,-0.23,-0.76,-1.771030256221298
9.58,-0.21,-0.74,-1.6257573970094175
9.98,-0.17,-0.75,-1.04048028723739
9.49,-0.15,-0.75,-1.586909793833458
9.82,-0.13,-0.75,-2.0418484541478126
9.64,-0.11,-0.75,-1.5260570069457433
9.57,-0.09,-0.75,-1.528607012019263
9.46,-0.07,-0.75,-1.346056701769962
9.49,-0.05,-0.75,-1.3760564347411535
9.65,-0.03,-0.75,-1.47390834221728
9.44,-0.01,-0.75,-1.3260562440062902
9.49,0.01,-0.75,-1.2112461756150132
9.58,0.03,-0.75,-1.1650265916650628
9.58,0.05,-0.75,-0.9672160707745103
9.51,0.07,-0.75,-1.078636447465536
9.57,0.09,-0.75,-1.013697176799619
9.56,0.11,-0.75,-0.9802168284495671
9.54,0.13,-0.75,-0.9167506850144438
9.57,0.15,-0.75,-0.7570863541111894
9.56,0.17,-0.75,-0.7965724385504362
9.59,0.19,-0.75,-0.6657208800853258
9.73,0.21,-0.75,-0.5510225976860426
9.71,0.23,-0.75,-0.5861483831664298
9.72,0.25,-0.75,-0.510485251207859
9.93,0.27,-0.75,-0.5935405560581088
9.74,0.29,-0.75,-0.30703047413046747
9.79,0.31,-0.75,-0.4515434549492099
9.82,0.33,-0.75,-0.20933953985542786
10.09,0.35,-0.75,-0.1709220502316846
9.91,0.37,-0.75,-0.21189932170898373
9.7,0.39,-0.75,-0.030682921603942148
9.76,0.41,-0.75,-0.1482769046720307
10.45,0.43,-0.75,-0.8006649468384168
10.14,0.45,-0.76,0.41059484924553047
10.03,0.47,-0.75,-0.6002474437306677
9.6,0.54,-0.76,-0.35945113080680713
10.59,-0.37,-0.72,-1.4316376432353284
9.69,-0.31,-0.72,-1.6108183440429134
9.78,-0.27,-0.73,-1.0898036444901162
9.58,-0.25,-0.72,-1.8018486830296485
9.63,-0.22,-0.72,-1.6757575877442807
9.67,-0.19,-0.73,-1.7669100990092392
9.56,-0.17,-0.73,-1.605757892920062
9.63,-0.15,-0.73,-1.328970112305445
9.96,-0.13,-0.73,-0.9225735269071365
9.76,-0.11,-0.73,-1.6808189925414485
9.55,-0.09,-0.73,-1.4038721532076277
9.54,-0.07,-0.73,-1.2847274394924089
9.52,-0.05,-0.73,-1.2895515318172865
9.69,-0.03,-0.73,-1.309788348378932
9.67,-0.01,-0.73,-1.2897888442895766
9.59,0.01,-0.73,-1.1750268205468988
9.57,0.03,-0.73,-0.9789351037275473
9.53,0.05,-0.73,-0.9985208113608248
9.52,0.07,-0.73,-0.9289358666670005
9.58,0.09,-0.73,-0.9889353326093833
9.58,0.11,-0.73,-0.7946700785106451
9.6,0.13,-0.73,-0.7249391180780265
9.67,0.15,-0.73,-0.7779054895332926
9.62,0.17,-0.73,-0.7061860369635564
9.68,0.19,-0.73,-0.7162124699518877
9.58,0.21,-0.73,-0.5756785540241598
9.64,0.23,-0.73,-0.5986076487514502
9.77,0.25,-0.73,-0.3651667476661835
9.73,0.27,-0.73,-0.3895554160489354
9.82,0.29,-0.73,-0.43260985830084664
9.94,0.31,-0.73,-0.1871831609031709
9.76,0.33,-0.73,-0.02760646138895062
9.75,0.35,-0.73,-0.12882373606027286
10.17,0.37,-0.73,0.2856060246823038
9.9,0.39,-0.74,0.32219643571725953
9.98,0.41,-0.73,0.11691047077172811
9.49,0.42,-0.73,-0.030607266101622344
9.96,0.45,-0.73,-0.5870880544816561
9.94,-0.49,-0.71,-1.383697062358701
10.3,-0.48,-0.72,-0.930784349254548
10.19,-0.44,-0.71,-1.4046697351878912
9.95,-0.29,-0.71,-1.2872419697052244
9.19,-0.27,-0.7,-0.5367870781128321
9.39,-0.25,-0.71,-1.912879098310329
10.35,-0.23,-0.7,-2.0075777030007895
9.7,-0.21,-0.7,-1.8549017674018824
9.62,-0.19,-0.71,-1.1728418523678652
9.95,-0.17,-0.71,-1.6947272869045182
9.63,-0.15,-0.71,-1.3995511884945326
9.6,-0.13,-0.71,-1.453872343942491
9.57,-0.11,-0.71,-1.4238716572969832
9.65,-0.09,-0.71,-1.3277803373556711
9.59,-0.07,-0.71,-1.47605681621088
9.61,-0.05,-0.71,-1.2297884246728774
9.57,-0.03,-0.71,-1.2275770163552817
9.61,-0.01,-0.71,-1.0536971386526464
9.64,0.01,-0.71,-1.1628790713457793
9.6,0.03,-0.71,-1.0559323445154423
9.59,0.05,-0.71,-0.9879401547884363
9.6,0.07,-0.71,-1.0202167903025945
9.6,0.09,-0.71,-0.8839970537647535
9.61,0.11,-0.71,-0.893996328972273
9.65,0.13,-0.71,-0.6909582136928876
9.75,0.15,-0.71,-0.7246941581791262
9.76,0.17,-0.71,-0.8255017704142773
9.76,0.19,-0.71,-0.6296664527169131
9.84,0.21,-0.71,-0.6278125494544096
9.76,0.23,-0.71,-0.7107822043626566
9.81,0.25,-0.71,-0.48366458213184416
9.86,0.27,-0.71,-0.3061166392886907
9.67,0.29,-0.71,-0.562790116353316
9.68,0.31,-0.71,-0.5796297633453253
9.83,0.33,-0.71,0.013232841318982835
10.08,0.35,-0.71,0.25805796540545245
9.72,0.37,-0.71,-0.06678775325346464
10.14,0.39,-0.71,-0.31392555298537594
10.22,0.43,-0.71,0.32057946474478705
9.58,0.46,-0.71,0.0789649135087025
10.52,-0.38,-0.68,-0.4786077726054465
9.89,-0.37,-0.69,-1.2772164903912095
9.89,-0.33,-0.69,-1.7438723057955183
9.98,-0.3,-0.69,-1.3365468681034098
9.97,-0.29,-0.69,-1.4259322300745243
9.64,-0.27,-0.69,-1.2975776648538169
9.51,-0.25,-0.69,-1.5100002224103442
9.52,-0.23,-0.69,-1.4408192214232844
9.87,-0.21,-0.69,-1.966909908274376
9.88,-0.19,-0.69,-1.1639967867359449
9.69,-0.17,-0.69,-1.3475769019143637
9.58,-0.15,-0.69,-1.4039086473930613
9.76,-0.13,-0.69,-1.1367509520432524
9.58,-0.11,-0.69,-1.3758799507573674
9.66,-0.09,-0.69,-1.2128418142208925
9.61,-0.07,-0.69,-1.2120596480052086
9.62,-0.05,-0.69,-1.1886361041427822
9.64,-0.03,-0.69,-1.0959323063684696
9.6,-0.01,-0.69,-1.122879109492752
9.62,0.01,-0.69,-1.0636973675344823
9.68,0.03,-0.69,-1.036547631042863
9.65,0.05,-0.69,-0.9257237723733809
9.65,0.07,-0.69,-0.8791476261929194
9.67,0.09,-0.69,-0.8249020436756798
9.7,0.11,-0.69,-0.7809217256216794
9.73,0.13,-0.69,-0.6925730309964919
9.69,0.15,-0.69,-0.8326670666947198
9.85,0.17,-0.69,-0.6069623327834321
9.83,0.19,-0.69,-0.37668159678429625
9.89,0.21,-0.69,-0.5358919060079881
9.98,0.23,-0.69,-0.4971259640772523
9.88,0.25,-0.69,-0.18539493224171366
10.18,0.27,-0.69,-0.3918319434783548
10.01,0.29,-0.69,-0.3171533247266325
10.01,0.3,-0.69,-0.6463882597474964
9.82,0.33,-0.69,-0.21254465115644017
9.71,0.34,-0.7,0.2758753328531718
9.8,0.37,-0.69,-0.33461732793917065
10.2,0.39,-0.69,0.21430486354699774
9.83,0.41,-0.69,-0.23120941381315063
9.73,0.42,-0.7,-1.3150262101953363
10.01,0.45,-0.69,0.2571714995211778
10.05,0.47,-0.69,-0.25134954792346065
10.18,-0.43,-0.67,-1.2209589003383954
9.81,-0.42,-0.68,-1.7686077368117434
10.12,-0.39,-0.67,-0.9439086265034007
10.08,-0.36,-0.67,-1.4365472495731364
10.1,-0.35,-0.67,-1.4010303771337078
9.85,-0.33,-0.67,-1.3314864243345266
10.44,-0.28,-0.68,-2.3608183440429134
10.07,-0.27,-0.67,-1.1949384314325187
9.59,-0.25,-0.67,-1.6357576258912534
10.01,-0.23,-0.67,-1.6877809477072336
9.64,-0.21,-0.67,-1.5608191069823665
9.58,-0.19,-0.67,-1.1820599150340172
9.62,-0.17,-0.67,-1.4158799126103947
9.78,-0.15,-0.67,-1.2485208113608248
9.68,-0.13,-0.67,-1.2997890731714126
9.64,-0.11,-0.67,-1.2975776648538169
9.66,-0.09,-0.67,-1.2797886154077407
9.64,-0.07,-0.67,-1.1486386461483562
9.65,-0.05,-0.67,-1.2028415853390566
9.69,-0.03,-0.67,-1.0989349892866294
9.65,-0.01,-0.67,-0.9687583908619253
9.65,0.01,-0.67,-0.9779017616960868
9.66,0.03,-0.67,-0.8339250338932658
9.66,0.05,-0.67,-0.904124997189296
9.68,0.07,-0.67,-0.7879057184151286
9.73,0.09,-0.67,-0.5686315257194394
9.75,0.11,-0.67,-0.7815170481059397
9.77,0.13,-0.67,-0.7614002941228417
9.81,0.15,-0.67,-0.738118431615364
10.0,0.17,-0.67,-0.6326440931945996
9.94,0.19,-0.67,-0.42811621940442635
9.85,0.21,-0.67,-0.5036474014221213
9.98,0.23,-0.67,-0.6661323339305394
9.99,0.25,-0.67,-0.663663933633309
9.64,0.27,-0.67,-0.30958654868416957
9.82,0.29,-0.67,-0.17951826922703695
10.12,0.31,-0.67,-0.4572420628813241
10.13,0.33,-0.67,-0.2345775610243379
9.92,0.35,-0.67,-0.4081167153150709
10.04,0.37,-0.67,0.0225820295470065
9.67,0.39,-0.67,-0.34778080128266886
10.05,0.43,-0.67,0.14061161348764628
9.81,0.45,-0.68,0.29516900058026785
9.85,-0.43,-0.66,-1.0370870407566972
9.52,-0.42,-0.65,-1.917940476142947
10.61,-0.39,-0.66,-1.1933591667946377
9.76,-0.38,-0.66,-1.8057577021851987
9.52,-0.35,-0.65,-0.4906166587890688
10.07,-0.33,-0.65,-1.3539963671192456
9.9,-0.31,-0.65,-1.7538715810030379
9.88,-0.29,-0.65,-1.0049388510492179
9.71,-0.27,-0.65,-1.5339087618339793
9.63,-0.25,-0.65,-1.4258801414922306
9.66,-0.23,-0.65,-1.3589698452766363
9.72,-0.21,-0.65,-1.2728422338375918
9.68,-0.19,-0.65,-1.2486365237594814
9.69,-0.17,-0.65,-1.2920595717112633
9.73,-0.15,-0.65,-1.3497883102319594
9.67,-0.13,-0.65,-1.2228420431027285
9.75,-0.11,-0.65,-1.2185210783896334
9.71,-0.09,-0.65,-1.1302164469798406
9.68,-0.07,-0.65,-1.1002167140086492
9.65,-0.05,-0.65,-1.058935027433602
9.66,-0.03,-0.65,-1.0067873451416407
9.68,-0.01,-0.65,-0.9476065280955002
9.7,0.01,-0.65,-0.9076081164267578
9.72,0.03,-0.65,-0.893925453509965
9.76,0.05,-0.65,-0.8623731257952567
9.79,0.07,-0.65,-0.8122763620138578
9.8,0.09,-0.65,-0.6860568543578527
9.77,0.11,-0.65,-0.7529671343947193
9.9,0.13,-0.65,-0.7696658423653506
9.91,0.15,-0.65,-0.5836640099272543
9.9,0.17,-0.65,-0.618966258872149
9.92,0.19,-0.65,-0.5957176425883404
9.98,0.21,-0.65,-0.5297504441979193
9.99,0.23,-0.65,-0.602609934594792
9.94,0.25,-0.65,-0.19414437182508593
9.89,0.27,-0.65,-0.16002606687851717
9.91,0.29,-0.65,-0.06989374816719618
10.13,0.31,-0.65,-0.5749056762458284
10.48,0.33,-0.65,-0.6449434308278974
9.88,0.35,-0.65,-0.13570711639299837
9.67,0.37,-0.65,0.6757656183150864
9.77,0.39,-0.65,0.2745392996383025
9.78,0.41,-0.64,-0.8306097333067637
10.58,-0.56,-0.62,-0.7009040343576878
10.49,-0.56,-0.62,-0.685179084606867
10.71,-0.51,-0.63,-0.4598240677129368
10.24,-0.46,-0.63,-1.46914777878081
10.34,-0.44,-0.63,-1.119892073280452
10.19,-0.41,-0.62,-0.9751557361237939
9.81,-0.39,-0.63,-1.6638723820894636
10.08,-0.37,-0.63,-0.9694102262494564
10.0,-0.35,-0.63,-1.4559319630457157
9.81,-0.33,-0.63,-0.9774915023423514
9.9,-0.31,-0.63,-1.4228783465532988
9.88,-0.29,-0.63,-1.2465316516373406
9.71,-0.27,-0.63,-1.4089700360114996
9.78,-0.25,-0.63,-1.457780451796589
9.73,-0.23,-0.63,-1.2528782702593535
9.69,-0.21,-0.63,-1.309788348378932
9.69,-0.19,-0.63,-1.1585206587729342
9.72,-0.17,-0.63,-1.2576022816265269
9.71,-0.15,-0.63,-1.1914860810117727
9.67,-0.13,-0.63,-1.125932039339661
9.71,-0.11,-0.63,-1.1079400403475184
9.75,-0.09,-0.63,-1.1065473258670817
9.73,-0.07,-0.63,-1.0767870399658594
9.75,-0.05,-0.63,-1.042429832023151
9.75,-0.03,-0.63,-0.9370866592869707
9.7,-0.01,-0.63,-0.9441249590423233
9.77,0.01,-0.63,-0.8615154376067018
9.78,0.03,-0.63,-0.8823726298846122
9.79,0.05,-0.63,-0.6965782733506671
9.87,0.07,-0.63,-0.7981178975577468
9.9,0.09,-0.63,-0.7268133473382985
9.93,0.11,-0.63,-0.7996665290108584
10.06,0.13,-0.63,-0.6907845781363839
9.87,0.15,-0.63,-0.7836400446996912
9.98,0.17,-0.63,-0.5768790259716816
9.92,0.19,-0.63,-0.7381564937988507
10.01,0.21,-0.63,-0.4585502378894475
10.03,0.23,-0.63,-0.2864899712331983
10.09,0.25,-0.63,-0.06224295411385583
9.79,0.27,-0.63,-0.6861962474195185
9.58,0.29,-0.63,-1.6769099464213486
10.07,0.32,-0.63,-0.0345699413705276
10.09,0.33,-0.63,0.2715388143576778
9.98,0.35,-0.63,-1.5028782702593535
9.47,0.37,-0.63,-0.17553403455997518
9.89,0.39,-0.63,-0.4000418759612838
10.11,-0.66,-0.6,-0.37121909668128694
9.62,-0.6,-0.61,-1.5408186492186946
10.15,-0.55,-0.61,-1.2635089041155965
10.24,-0.54,-0.6,-1.3887414355243681
10.08,-0.52,-0.61,-1.8495509977596694
9.8,-0.47,-0.62,-1.3528421575436465
10.2,-0.45,-0.61,-1.3938198449884869
9.75,-0.43,-0.61,-1.4712464044968492
10.06,-0.41,-0.61,-1.3357245734598067
9.87,-0.39,-0.61,-1.4076019001568003
10.09,-0.37,-0.61,-1.186910159124455
9.83,-0.35,-0.61,-1.1224297557292058
9.87,-0.33,-0.61,-1.3017981558951206
9.92,-0.31,-0.61,-1.2210300719579266
9.81,-0.29,-0.61,-1.2302168284495671
9.77,-0.27,-0.61,-1.2928791857866972
9.79,-0.25,-0.61,-1.2585210402426608
9.75,-0.23,-0.61,-1.1267507231614164
9.74,-0.21,-0.61,-1.160216179951032
9.77,-0.19,-0.61,-1.1679404599642176
9.71,-0.17,-0.61,-1.1302164469798406
9.76,-0.15,-0.61,-1.0357243827249434
9.73,-0.13,-0.61,-1.0965310794327507
9.78,-0.11,-0.61,-1.039637034063869
9.76,-0.09,-0.61,-1.0357243827249434
9.75,-0.07,-0.61,-0.9304560472008188
9.82,-0.05,-0.61,-1.020659148657744
9.83,-0.03,-0.61,-0.77309507781926
9.76,-0.01,-0.61,-0.8679056421211833
9.8,0.01,-0.61,-0.91918660390375
9.88,0.03,-0.61,-0.7627288377550236
9.86,0.05,-0.61,-0.716984860892671
9.82,0.07,-0.61,-0.7094099973676204
9.87,0.09,-0.61,-0.6421131662409536
9.94,0.11,-0.61,-0.5200438129958016
10.05,0.13,-0.61,-0.6043959933992653
9.92,0.15,-0.61,-0.7497383553020214
9.96,0.17,-0.61,-0.6655338056781392
10.03,0.19,-0.61,-0.3148323703345781
9.97,0.21,-0.61,-0.23520045116953625
10.13,0.23,-0.61,-0.9481565319458234
10.44,0.25,-0.61,-1.480958175545915
10.1,0.26,-0.61,-0.14095897094311738
10.03,0.29,-0.61,-0.7182458820172783
9.91,0.31,-0.61,0.055672113050192706
9.89,0.34,-0.61,0.09362594896284548
10.29,0.35,-0.61,-0.47045603258654545
10.03,0.37,-0.61,0.3208295465206561
9.0,-0.66,-0.58,-1.096910022715294
10.1,-0.63,-0.59,-1.0281183934683913
10.35,-0.59,-0.59,-1.3165766087254642
9.93,-0.53,-0.59,-1.0849022725575157
9.98,-0.51,-0.59,-1.209147549898974
10.22,-0.49,-0.58,-1.4138203027521588
9.99,-0.47,-0.59,-1.1770864304051347
10.04,-0.45,-0.59,-1.3239966341480542
10.01,-0.43,-0.59,-1.302430060904987
9.99,-0.41,-0.59,-1.5586359897018642
9.79,-0.39,-0.59,-1.467780680678425
9.91,-0.37,-0.59,-1.154124997189296
9.83,-0.35,-0.59,-1.1672420841461424
9.79,-0.33,-0.59,-1.4282721179570963
9.86,-0.31,-0.59,-1.4797884246728774
9.83,-0.29,-0.59,-1.2067506468674711
9.81,-0.27,-0.59,-1.2417986899527378
