mass,O3,N2,sSFR
10.5,-0.41,-0.37,-1.0968794837353535
10.52,-0.39,-0.37,-1.1290653439257312
10.5,-0.37,-0.37,-1.2851561557404931
10.5,-0.35,-0.37,-1.2144427027951554
10.49,-0.33,-0.37,-1.178245920164251
10.5,-0.31,-0.37,-1.1345120276057745
10.51,-0.29,-0.37,-1.2644875634209551
10.53,-0.27,-0.37,-1.1797517127880308
10.48,-0.25,-0.37,-1.1126436354309277
10.47,-0.23,-0.37,-1.333279698360812
10.39,-0.21,-0.37,-1.1299289428213868
10.49,-0.19,-0.37,-1.257003651037694
10.57,-0.17,-0.37,-1.3631738149335906
10.46,-0.15,-0.37,-1.3264611252086436
10.51,-0.14,-0.38,-1.1735404797641635
10.26,-0.94,-0.35,-0.838396284754694
10.59,-0.91,-0.34,-0.7097583679614381
10.76,-0.9,-0.35,-1.144050165191281
10.41,-0.85,-0.36,-1.079586052773525
10.68,-0.83,-0.35,-0.6542849353275209
10.4,-0.81,-0.35,-1.1011465400392826
10.44,-0.79,-0.35,-1.0455478962169593
10.57,-0.77,-0.35,-1.21397384128022
10.48,-0.75,-0.35,-1.0820595335642906
10.52,-0.73,-0.35,-0.9661174403751165
10.53,-0.71,-0.35,-1.1570877493058749
10.57,-0.69,-0.35,-1.1483957506970768
10.46,-0.67,-0.35,-1.000607533130431
10.52,-0.65,-0.35,-0.9734577966388116
10.48,-0.63,-0.35,-1.1052512171971358
10.56,-0.61,-0.35,-1.0521445440620898
10.59,-0.59,-0.35,-1.2097888936189722
10.58,-0.57,-0.35,-1.1583959795789127
10.56,-0.55,-0.35,-1.1743941340874056
10.58,-0.53,-0.35,-1.128213499889906
10.58,-0.51,-0.35,-1.1997886647371363
10.58,-0.49,-0.35,-1.1650265916650646
10.55,-0.47,-0.35,-1.2923216295952535
10.51,-0.45,-0.35,-1.2089702332178547
10.55,-0.43,-0.35,-1.1939743371908644
10.57,-0.41,-0.35,-1.2935378939380815
10.6,-0.39,-0.35,-1.236388412335387
10.55,-0.37,-0.35,-1.1845122183406378
10.55,-0.35,-0.35,-1.391637681382301
10.53,-0.33,-0.35,-1.2399651109887895
10.52,-0.31,-0.35,-1.1601649826582907
10.52,-0.29,-0.35,-1.162065616212896
10.53,-0.27,-0.35,-1.331342634220631
10.57,-0.25,-0.35,-1.3028279608242386
10.5,-0.23,-0.35,-1.366461087061671
10.48,-0.21,-0.36,-1.4799995422363281
11.13,-0.2,-0.36,-1.7100443470534188
10.38,-0.92,-0.32,-1.2496663382759952
10.66,-0.89,-0.32,-1.2400440800246102
10.61,-0.88,-0.33,-1.178635884848342
10.58,-0.85,-0.34,-1.3731740438154265
10.46,-0.83,-0.33,-1.167743958337935
10.54,-0.81,-0.33,-0.5691883332617724
10.47,-0.79,-0.33,-0.9161172496402532
10.69,-0.77,-0.33,-1.1206256663027503
10.68,-0.75,-0.33,-1.1384210588488823
10.46,-0.73,-0.33,-1.190487090588931
10.51,-0.71,-0.33,-1.0144558754564557
10.64,-0.69,-0.33,-1.1214864097202533
10.57,-0.67,-0.33,-1.1738003460651267
10.6,-0.65,-0.33,-1.1497512834313177
10.56,-0.63,-0.33,-0.9813612140198718
10.59,-0.61,-0.33,-1.1920601439158531
10.59,-0.59,-0.33,-1.1187084359319854
10.59,-0.57,-0.33,-1.1351553071118534
10.61,-0.55,-0.33,-1.2000665446269956
10.59,-0.53,-0.33,-1.178380459467311
10.57,-0.51,-0.33,-1.1808336020071248
10.61,-0.49,-0.33,-1.2857172229716411
10.52,-0.47,-0.33,-1.22996583578127
10.61,-0.45,-0.33,-1.21032593684631
10.62,-0.43,-0.33,-1.2582720585453036
10.62,-0.41,-0.33,-1.2185993480646449
10.55,-0.39,-0.33,-1.3246909225683172
10.58,-0.37,-0.33,-1.2855336912372213
10.54,-0.35,-0.33,-1.3610230173027418
10.56,-0.33,-0.33,-1.2503702603118896
10.46,-0.31,-0.33,-1.298632021630084
10.44,-0.29,-0.34,-1.336195865949792
10.46,-0.27,-0.34,-1.403095192260178
10.37,-0.91,-0.3,-1.0519365665261482
10.04,-0.9,-0.31,-0.7589666021949029
10.61,-0.85,-0.31,-1.313334462232124
10.38,-0.83,-0.32,-1.2660567780639074
10.31,-0.81,-0.32,-0.8770311226290026
10.6,-0.79,-0.31,-0.8111252589597484
10.61,-0.77,-0.31,-1.078520727453359
10.64,-0.75,-0.31,-0.9734823752645472
10.51,-0.73,-0.31,-1.0299932886675691
10.51,-0.71,-0.31,-1.0754313202795256
10.62,-0.69,-0.31,-1.1067822867616197
10.56,-0.67,-0.31,-1.0247062911213671
10.55,-0.65,-0.31,-1.2425041589424701
10.56,-0.63,-0.31,-1.1673034613265614
10.7,-0.61,-0.31,-1.2497507112267279
10.58,-0.59,-0.31,-1.1820599150340172
10.59,-0.57,-0.31,-1.2636643151030356
10.56,-0.55,-0.31,-1.1175206535426874
10.61,-0.53,-0.31,-1.233422678737936
10.58,-0.51,-0.31,-1.2598536554303088
10.56,-0.49,-0.31,-1.2398541513409533
10.6,-0.47,-0.31,-1.1421185020531777
10.61,-0.45,-0.31,-1.2482718296634676
10.55,-0.43,-0.31,-1.3221134714167349
10.57,-0.41,-0.31,-1.1861843151520368
10.59,-0.39,-0.32,-1.2134231746485806
10.71,-0.37,-0.32,-1.3068795218823261
10.26,-0.36,-0.32,-1.0194509782189165
10.28,-0.98,-0.29,-1.1401206480705905
10.44,-0.93,-0.29,-0.6887204866809107
10.47,-0.87,-0.29,-0.8971286637209079
10.49,-0.84,-0.28,-1.3532792024501674
10.18,-0.83,-0.3,-0.7116529663110622
10.85,-0.8,-0.29,-1.229864318550156
10.58,-0.79,-0.29,-1.227817405594692
10.42,-0.77,-0.29,-1.1389667166358208
10.56,-0.75,-0.29,-1.0562097287693835
10.61,-0.73,-0.29,-1.0477067808734972
10.56,-0.71,-0.29,-1.0036979303542868
10.45,-0.69,-0.29,-0.9801777862670509
10.67,-0.67,-0.29,-1.2483961321668033
10.63,-0.65,-0.29,-1.0688987182755696
10.59,-0.63,-0.29,-1.1506674587576278
10.63,-0.61,-0.29,-1.12485012964952
10.54,-0.59,-0.29,-1.1368794455883808
10.63,-0.57,-0.29,-1.1221442388863085
10.72,-0.55,-0.29,-1.2054525169017065
10.54,-0.53,-0.29,-1.1167540722869553
10.59,-0.51,-0.29,-1.2026103160645185
10.64,-0.49,-0.3,-1.118862268351334
10.69,-0.47,-0.3,-1.425181749495426
10.61,-0.45,-0.3,-1.186753767111174
10.11,-0.88,-0.28,-0.9086025232397237
10.44,-0.83,-0.27,-0.8861165629947454
10.74,-0.82,-0.27,-1.1694568278961412
10.76,-0.78,-0.27,-1.3870882452165194
10.65,-0.77,-0.27,-1.1185206893063864
10.55,-0.75,-0.26,-1.2277809157235868
10.53,-0.73,-0.27,-1.149788474002273
10.54,-0.71,-0.27,-1.064328772143396
10.59,-0.69,-0.27,-1.2719368335549568
10.57,-0.67,-0.27,-1.1566999451351663
10.49,-0.65,-0.27,-1.1116018511075563
10.67,-0.63,-0.27,-1.3799654543115434
10.53,-0.61,-0.27,-1.1955459645629496
10.84,-0.59,-0.27,-1.104401248321599
10.69,-0.57,-0.28,-1.045561005942238
10.8,-0.56,-0.28,-1.0580611145063
10.18,-0.82,-0.25,-1.3806597590093066
10.31,-0.81,-0.25,-0.9539745660727004
10.48,-0.78,-0.25,-0.9129731693427061
10.68,-0.77,-0.25,-1.2616990328259057
10.54,-0.74,-0.26,-1.3441002949344618
10.79,-0.73,-0.26,-1.1310351246382702
10.51,-0.71,-0.26,-0.9721811278060191
10.63,-0.69,-0.26,-0.8880610382123546
10.66,-0.86,-0.24,-1.1757000148550851
